time_ms,label,ax,ay,az,gx,gy,gz
586,2,-3116,15980,1792,-380,-23,-229
596,2,-3172,16148,2120,-457,-111,-366
606,2,-3052,16356,2580,-573,-78,-488
616,2,-2732,16368,3012,-727,220,-570
626,2,-2688,16348,2980,-882,591,-702
636,2,-2996,16124,2872,-1036,934,-875
646,2,-3536,16156,2672,-1154,1233,-1025
656,2,-4148,16228,2792,-1258,1470,-1176
666,2,-4724,16188,3044,-1362,1630,-1392
676,2,-5128,16524,3276,-1488,1788,-1670
686,2,-5420,16712,3448,-1640,1936,-2029
696,2,-5376,16860,3548,-1849,2111,-2402
706,2,-5248,17036,3288,-2014,2417,-2832
716,2,-4928,17052,3012,-2158,2775,-3121
726,2,-5144,16728,2572,-2262,3161,-3287
736,2,-5536,16400,2380,-2308,3456,-3392
746,2,-5868,15956,2060,-2347,3665,-3457
756,2,-6036,15544,2496,-2439,3840,-3593
766,2,-6044,15264,2876,-2565,3972,-3786
776,2,-6268,15088,2824,-2690,4037,-4039
786,2,-6352,14576,2604,-2795,3895,-4189
796,2,-5956,13920,2320,-2890,3761,-4223
806,2,-6120,13584,2036,-2873,3637,-4300
816,2,-5284,13580,2004,-2769,3696,-4071
826,2,-5860,13688,2156,-2745,3955,-3813
836,2,-6744,13688,2216,-2979,3576,-4106
846,2,-7184,13824,2208,-3183,2938,-4629
856,2,-7952,13864,1704,-3416,2161,-5218
866,2,-7468,14020,1020,-3511,1563,-5151
876,2,-7684,13700,584,-3499,1362,-4797
886,2,-7776,13760,568,-3494,717,-4831
896,2,-7828,13632,388,-3451,78,-4640
906,2,-7424,13644,1168,-3476,-488,-4413
916,2,-7316,13788,2104,-3488,-822,-4231
926,2,-7388,13796,2080,-3482,-1115,-4221
936,2,-6992,13644,2056,-3440,-1311,-4087
946,2,-6696,13272,2028,-3285,-1415,-3927
956,2,-6476,12912,1444,-3086,-1462,-3745
966,2,-6288,12596,1708,-2833,-1449,-3569
976,2,-6152,12332,1692,-2522,-1405,-3382
986,2,-6096,12136,1652,-2220,-1400,-3173
996,2,-6128,11708,1796,-1904,-1362,-2936
1006,2,-6132,11492,2240,-1616,-1391,-2721
1016,2,-6104,11388,2452,-1372,-1421,-2469
1026,2,-6324,11336,2420,-1163,-1466,-2266
1036,2,-6228,11452,2488,-1040,-1533,-2075
1046,2,-6036,11428,2928,-918,-1361,-1789
1056,2,-5788,11408,2776,-828,-1171,-1608
1066,2,-5896,11476,2592,-736,-1044,-1476
1076,2,-5916,11384,2668,-577,-827,-1270
1086,2,-6164,11400,2780,-417,-720,-1054
1096,2,-6236,11476,2968,-363,-656,-856
1106,2,-6472,11476,3252,-325,-584,-692
1116,2,-7020,11488,3656,-278,-542,-586
1126,2,-7204,11428,3804,-276,-513,-384
1136,2,-7376,11556,3700,-254,-454,-205
1146,2,-7632,11592,3848,-235,-454,-91
1156,2,-7616,11600,4012,-212,-450,-31
1166,2,-7868,11792,4204,-210,-367,-30
1176,2,-8240,11876,3996,-176,-212,-112
1186,2,-8432,12112,4184,-174,-77,-149
1196,2,-8644,12184,4260,-134,48,-200
1206,2,-8792,12036,4224,-104,146,-231
1216,2,-8788,12016,4168,-125,214,-235
1226,2,-8808,12100,4052,-124,292,-234
1236,2,-8872,11944,4232,-151,267,-224
1246,2,-8968,11712,4020,-159,231,-207
1256,2,-8936,11552,4088,-186,180,-214
1266,2,-8848,11360,4032,-167,173,-184
1276,2,-8904,11368,3780,-136,171,-165
1286,2,-8748,11356,3884,-125,114,-159
1296,2,-8804,11428,4116,-149,65,-114
1306,2,-8540,11452,4220,-195,46,-83
1316,2,-8444,11420,4120,-221,68,-99
1326,2,-8340,11476,3792,-236,110,-112
1336,2,-8308,11376,3600,-214,134,-121
1346,2,-8388,11316,3500,-212,148,-102
1356,2,-8264,11248,3536,-180,103,-91
1366,2,-8432,11360,3596,-152,29,-84
1376,2,-8464,11396,3532,-120,-125,-59
1386,2,-8508,11464,3380,-94,-307,-15
1396,2,-8260,11568,3332,-54,-524,8
1406,2,-8168,11676,3352,-7,-732,32
1416,2,-7988,12056,3180,40,-954,86
1426,2,-7996,11980,2772,117,-1187,129
1436,2,-7864,12236,2660,226,-1537,102
1446,2,-6820,12120,2396,436,-1510,706
1456,2,-6640,11972,2348,677,-1368,1034
1466,2,-6512,11900,2008,856,-1562,1087
1476,2,-6356,11828,2104,1093,-1805,1113
1486,2,-6200,11932,2648,1240,-1979,1251
1496,2,-5880,11832,3112,1328,-2169,1490
1506,2,-5584,11876,3172,1437,-2350,1776
1516,2,-5536,12068,3080,1508,-2464,2033
1526,2,-5252,12136,2880,1595,-2621,2297
1536,2,-5040,11984,2544,1695,-2635,2582
1546,2,-4716,12128,2604,1827,-2531,2931
1556,2,-4352,12100,2596,1948,-2295,3220
1566,2,-4024,12360,3008,2109,-1877,3545
1576,2,-3836,12624,2884,2380,-1261,3832
1586,2,-4024,12984,3060,2610,-735,4110
1596,2,-4144,13200,2840,2872,-257,4306
1606,2,-3728,13352,2780,3153,462,4482
1616,2,-3144,14032,3092,3279,1332,4867
1626,2,-2568,13844,3348,3631,3687,5042
1636,2,-3324,14488,3264,3985,5306,5067
1646,2,-5196,14376,2144,4353,5037,5022
1656,2,-7156,14548,1156,4451,3931,4933
1666,2,-8168,14996,964,4268,2871,4562
1676,2,-7724,15644,1220,4191,2063,4871
1686,2,-7552,16368,1088,4115,1377,4913
1696,2,-7384,16888,548,3860,297,4735
1706,2,-7128,16792,552,3568,-752,4715
1716,2,-6524,16456,528,3408,-1448,4761
1726,2,-6180,16120,536,3318,-2083,4609
1736,2,-5756,15980,556,3266,-2720,4270
1746,2,-5724,16076,616,3229,-3305,4020
1756,2,-5524,16208,708,3191,-3759,3852
1766,2,-5244,16320,768,3144,-4079,3722
1776,2,-5048,16280,916,3088,-4438,3551
1786,2,-4728,16360,1144,3031,-4738,3435
1796,2,-4256,16448,1432,2950,-4935,3269
1806,2,-4060,16760,1216,2831,-5209,3005
1816,2,-3800,16752,1484,2719,-5394,2774
1826,2,-3320,16716,1452,2595,-5479,2544
1836,2,-2988,16256,1520,2551,-5487,2378
1846,2,-2852,16008,1500,2542,-5359,2260
1856,2,-2472,15912,1604,2545,-5116,2189
1866,2,-2256,15936,1644,2508,-4705,2115
1876,2,-2140,16076,2020,2469,-4194,2076
1886,2,-1944,16024,2228,2407,-3609,2009
1896,2,-1812,15928,2332,2320,-3072,1892
1906,2,-1804,15912,2232,2192,-2495,1761
1916,2,-1984,15784,2336,2066,-1886,1669
1926,2,-2120,15664,2140,2026,-1249,1578
1936,2,-2856,15792,1688,1864,-727,1387
1946,2,-3572,16104,2192,1672,-761,1329
1956,2,-4532,16468,2292,1483,-759,1135
1966,2,-4548,16380,2268,1281,-525,1112
1976,2,-4936,17140,2508,985,-687,888
1986,2,-5276,17632,2744,700,-828,530
1996,2,-4756,17944,2984,341,-932,218
2006,2,-4264,18068,2956,-63,-867,-133
2016,2,-3852,18232,3008,-422,-549,-485
2026,2,-3880,18284,2956,-774,-108,-733
2036,2,-4188,18276,2900,-1077,433,-979
2046,2,-4156,18368,2912,-1383,1038,-1301
2056,2,-4132,18540,3460,-1831,1669,-1769
2066,2,-3776,18592,3864,-2289,2195,-2390
2076,2,-3364,18412,3708,-2728,2848,-3070
2086,2,-3520,18028,3188,-3076,3631,-3663
2096,2,-3856,17320,2880,-3288,4268,-4175
2106,2,-4224,16672,2608,-3466,4779,-4590
2116,2,-4648,16144,2432,-3626,5080,-4945
2126,2,-5024,15956,3272,-3834,5138,-5269
2136,2,-5484,15968,3644,-4165,5050,-5587
2146,2,-5780,15844,3400,-4452,4864,-5944
2156,2,-5936,15592,2956,-4658,4644,-6266
2166,2,-6216,15492,2252,-4718,4498,-6512
2176,2,-6776,15196,1684,-4652,4336,-6616
2186,2,-7364,14888,1644,-4540,4232,-6674
2196,2,-7284,14904,2180,-4374,4191,-6719
2206,2,-6904,15044,2476,-4108,4166,-6828
2216,2,-7740,14724,2432,-3690,4135,-7149
2226,2,-8440,14552,2264,-3570,3206,-7535
2236,2,-9304,14504,2448,-3553,2254,-7610
2246,2,-10148,14164,2684,-3493,982,-7474
2256,2,-9968,13776,3276,-4011,508,-7172
2266,2,-8096,13004,3380,-4285,-728,-6583
2276,2,-7372,13576,3120,-4313,-657,-6650
2286,2,-8828,13956,2500,-4267,-218,-6760
2296,2,-9484,13708,2152,-4292,36,-6018
2306,2,-11108,13468,2192,-4462,-859,-6181
2316,2,-10028,12760,2200,-5005,-2356,-6573
2326,2,-8436,12544,3488,-5377,-3326,-6621
2336,2,-9152,12220,3708,-5526,-4163,-7287
2346,2,-8628,12568,3480,-5773,-4520,-7618
2356,2,-6348,13156,3220,-5849,-4236,-6372
2366,2,-6072,13236,3464,-5825,-3308,-5218
2376,2,-8080,12700,3568,-5641,-2407,-5301
2386,2,-8836,12692,3568,-5616,-1960,-5520
2396,2,-8708,13144,3868,-5774,-1653,-5567
2406,2,-8816,13352,4416,-5736,-1468,-5613
2416,2,-9052,12824,4296,-5582,-1345,-5651
2426,2,-9048,12172,4060,-5341,-1163,-5482
2436,2,-8604,11764,4452,-4977,-794,-5173
2446,2,-8124,11448,5024,-4536,-80,-4948
2456,2,-8200,11036,3924,-4222,-56,-5205
2466,2,-7988,12120,3432,-3930,67,-5145
2476,2,-8712,12216,2948,-3651,51,-5286
2486,2,-8404,11744,2956,-3311,-185,-5248
2496,2,-8356,12268,5112,-3108,-450,-5194
2506,2,-8360,9844,2612,-2801,-540,-4953
2516,2,-7128,10280,2660,-2441,-771,-4762
2526,2,-6568,10272,2912,-2285,-762,-4101
2536,2,-6820,9624,3092,-2045,-878,-4097
2546,2,-6740,8920,2724,-1870,-1467,-4234
2556,2,-6376,8716,2636,-1608,-1500,-4016
2566,2,-6060,8888,2844,-1415,-1285,-3451
2576,2,-6188,8412,2968,-1157,-978,-2903
2586,2,-6280,7968,2848,-908,-852,-2611
2596,2,-6216,7896,2836,-640,-700,-2178
2606,2,-6292,7836,2596,-374,-601,-1725
2616,2,-6488,7668,2556,-147,-721,-1386
2626,2,-6524,7840,2612,112,-837,-956
2636,2,-6424,7836,2624,397,-886,-444
2646,2,-6512,7632,2448,700,-1023,-33
2656,2,-6848,7856,2576,979,-1422,131
2666,2,-7140,7936,2352,1245,-1996,363
2676,2,-6628,8088,2376,1458,-2432,957
2686,2,-6164,8520,2404,1712,-2423,1895
2696,2,-6064,8244,2480,2018,-2226,2466
2706,2,-5692,8372,2612,2317,-2181,2915
2716,2,-5328,8492,2388,2763,-1669,3208
2726,2,-5020,8856,1896,3163,-1014,3477
2736,2,-5236,9512,2960,3644,-287,3638
2746,2,-5652,10096,3336,4012,114,3644
2756,2,-5768,10792,4592,4282,523,4110
2766,2,-6136,10740,4448,4450,725,4571
2776,2,-6212,11392,4620,4505,630,5046
2786,2,-6544,10716,3952,4569,573,5132
2796,2,-6136,11468,3632,4404,-24,5516
2806,2,-6668,11708,3668,4562,196,5881
2816,2,-7060,11424,3552,4753,-40,5847
2826,2,-7484,11608,3708,4927,-685,5947
2836,2,-7824,12028,4556,5232,-942,6163
2846,2,-7896,12716,5488,5498,-965,6547
2856,2,-8556,12760,6176,5810,-1218,6454
2866,2,-7752,13948,5772,6301,-1091,6549
2876,2,-7604,14372,5164,6640,-536,6685
2886,2,-5676,14960,5664,6736,745,6714
2896,2,-9400,16672,7056,6235,-982,6274
2906,2,-10800,15856,7784,6480,-1962,5876
2916,2,-8280,15068,5056,6416,-1302,6350
2926,2,-6728,15256,5556,6182,-429,6655
2936,2,-6296,15588,4524,6291,594,6561
2946,2,-7012,15712,2020,6606,350,6206
2956,2,-8124,15824,456,6462,-650,5856
2966,2,-9420,15864,300,6296,-1972,5632
2976,2,-9632,15840,768,6198,-3395,5660
2986,2,-7784,15804,1300,5740,-4029,5925
2996,2,-5220,15860,3264,5550,-3186,5895
3006,2,-3236,16092,4728,5237,-908,5909
3016,2,-3232,16084,5556,5298,1419,5648
3026,2,-3900,16124,4556,5191,3294,5202
3036,2,-4708,15992,4348,4922,4718,4912
3046,2,-5164,15712,4392,4714,5913,4747
3056,2,-6364,15468,3728,4573,6445,4704
3066,2,-8420,15296,3316,4253,5571,4698
3076,2,-9724,14512,2172,4002,3476,4786
3086,2,-10644,14496,1068,3692,684,4709
3096,2,-9896,14928,1000,3221,-1388,4551
