time_ms,label,ax,ay,az,gx,gy,gz
596,2,-1504,15964,304,-18,-1379,1148
606,2,-1280,15936,288,-4,-1360,1029
616,2,-1132,15872,436,14,-1373,881
626,2,-892,15612,732,15,-1323,739
636,2,-752,15732,712,36,-1229,623
646,2,-592,15680,708,59,-1118,528
656,2,-632,15564,692,112,-949,466
666,2,-664,15480,768,170,-762,447
676,2,-956,15676,660,238,-631,478
686,2,-1308,15948,748,261,-638,471
696,2,-1448,16092,680,288,-725,492
706,2,-1716,16004,500,282,-860,522
716,2,-1776,16012,592,282,-956,576
726,2,-1700,15916,420,287,-1023,639
736,2,-1644,15828,344,273,-1077,665
746,2,-1568,15940,432,220,-1070,642
756,2,-1384,16260,368,187,-998,606
766,2,-1200,16492,524,158,-857,579
776,2,-1036,16504,704,93,-678,512
786,2,-888,16356,812,59,-482,396
796,2,-776,16196,824,34,-202,260
806,2,-692,15964,1044,13,32,79
816,2,-596,16020,1172,18,354,-73
826,2,-680,15872,1092,18,691,-223
836,2,-720,15952,928,-25,814,-377
846,2,-1024,15848,784,-87,768,-492
856,2,-1256,15836,484,-137,681,-579
866,2,-1340,15784,484,-174,551,-605
876,2,-1392,15532,352,-197,444,-617
886,2,-1340,15408,280,-207,371,-623
896,2,-1264,15248,-60,-191,317,-634
906,2,-1272,15148,-172,-155,289,-627
916,2,-1340,15128,-424,-133,216,-594
926,2,-1524,15108,-420,-94,155,-545
936,2,-1548,15180,-592,-34,92,-494
946,2,-1780,15368,-432,9,38,-420
956,2,-1824,15392,-400,13,-18,-369
966,2,-1792,15560,-244,72,-58,-283
976,2,-1576,15596,-476,72,45,-212
986,2,-1596,15744,-460,116,84,-208
996,2,-1788,15880,-444,146,15,-205
1006,2,-1848,16012,-320,163,-64,-174
1016,2,-1936,16032,-168,167,-186,-108
1026,2,-1868,16316,-236,177,-254,-66
1036,2,-1808,16664,-76,189,-321,-30
1046,2,-1680,16880,172,161,-366,-6
1056,2,-1424,17044,360,147,-381,11
1066,2,-1248,17012,248,139,-342,20
1076,2,-1112,17108,652,112,-266,1
1086,2,-1024,16968,680,92,-170,-4
1096,2,-912,16584,816,46,-65,-83
1106,2,-988,16384,704,1,26,-146
1116,2,-1120,16368,748,-23,93,-216
1126,2,-1420,16120,584,-76,63,-256
1136,2,-1616,15872,300,-127,-29,-320
1146,2,-1708,15516,256,-163,-100,-360
1156,2,-1644,15532,288,-182,-123,-387
1166,2,-1780,15628,332,-200,-160,-476
1176,2,-1700,15824,-28,-232,-248,-586
1186,2,-1712,15824,-56,-235,-259,-517
1196,2,-1696,15864,-108,-231,-178,-398
1206,2,-1780,16060,-284,-248,-209,-365
1216,2,-2004,16224,-32,-250,-248,-305
1226,2,-1816,16272,80,-264,-213,-228
1236,2,-1692,16360,144,-279,-169,-199
1246,2,-1628,16380,232,-288,-206,-234
1256,2,-1536,16304,264,-327,-254,-256
1266,2,-1584,16308,332,-366,-299,-272
1276,2,-1480,16428,336,-395,-369,-294
1286,2,-1540,16292,276,-431,-446,-318
1296,2,-1536,16352,252,-444,-449,-347
1306,2,-1600,16360,260,-497,-482,-373
1316,2,-1556,16252,344,-523,-493,-418
1326,2,-1456,16136,440,-549,-461,-432
1336,2,-1492,15976,380,-548,-374,-430
1346,2,-1736,15852,344,-544,-340,-410
1356,2,-1704,15860,512,-541,-366,-405
1366,2,-1808,15848,416,-555,-400,-402
1376,2,-1960,15844,356,-544,-468,-385
1386,2,-2108,15796,296,-533,-544,-354
1396,2,-2192,15732,396,-517,-620,-311
1406,2,-2136,15628,412,-472,-607,-279
1416,2,-2020,15652,532,-446,-626,-260
1426,2,-1928,15824,416,-436,-659,-245
1436,2,-1836,15856,572,-421,-671,-208
1446,2,-1980,15740,556,-436,-691,-183
1456,2,-2128,15908,512,-440,-771,-150
1466,2,-2200,16020,492,-464,-876,-121
1476,2,-2260,16112,556,-459,-1056,-93
1486,2,-2168,16248,480,-489,-1226,-33
1496,2,-2168,16300,696,-487,-1407,16
1506,2,-1944,16236,784,-504,-1562,62
1516,2,-1696,16320,832,-522,-1633,140
1526,2,-1516,16176,868,-555,-1619,165
1536,2,-1504,16148,880,-566,-1628,197
1546,2,-1504,16144,724,-600,-1653,196
1556,2,-1644,16044,760,-654,-1710,169
1566,2,-1452,16076,612,-714,-1721,146
1576,2,-1004,15860,352,-721,-1607,145
1586,2,-960,15884,700,-770,-1415,156
1596,2,-1056,15800,764,-824,-1330,-41
1606,2,-1052,15888,900,-858,-1251,-151
1616,2,-900,15648,696,-918,-1050,-224
1626,2,-848,15788,820,-913,-855,-314
1636,2,-776,15752,820,-927,-638,-373
1646,2,-772,15756,952,-920,-370,-397
1656,2,-872,15856,804,-904,-157,-429
1666,2,-940,15868,1044,-901,16,-505
1676,2,-1060,15824,1072,-883,127,-568
1686,2,-1056,15888,1724,-893,367,-640
1696,2,-1020,15888,2044,-896,701,-786
1706,2,-1056,16104,2076,-900,1017,-1013
1716,2,-1248,16280,2056,-884,1295,-1229
1726,2,-1460,16368,1776,-913,1454,-1334
1736,2,-1804,16524,1888,-988,1478,-1354
1746,2,-2044,16472,1832,-1078,1486,-1338
1756,2,-2188,16552,1972,-1191,1430,-1371
1766,2,-1896,16724,2676,-1352,1597,-1398
1776,2,-1192,16620,3112,-1566,2156,-1497
1786,2,-728,16708,3564,-1796,2935,-1801
1796,2,-1052,17216,3316,-1959,3889,-2217
1806,2,-1880,17484,3288,-2026,4867,-2653
1816,2,-3156,17648,3284,-2078,5634,-3050
1826,2,-4452,17844,3624,-2123,6280,-3498
1836,2,-4884,17848,4148,-2225,6929,-4069
1846,2,-4984,17760,3988,-2302,7415,-4822
1856,2,-5268,17464,4060,-2422,7971,-5561
1866,2,-5464,17064,3764,-2536,8455,-6185
1876,2,-5968,16616,3388,-2698,8931,-6774
1886,2,-7040,16164,2912,-2811,9004,-7258
1896,2,-8148,15720,2216,-2977,8326,-7518
1906,2,-8268,15556,2044,-3219,7658,-7464
1916,2,-7972,15100,1916,-3286,7274,-7363
1926,2,-7768,14760,2932,-3199,6695,-7106
1936,2,-8608,14704,756,-3244,5838,-7284
1946,2,-8872,14208,852,-3469,4631,-7213
1956,2,-8468,13280,940,-3340,3369,-6974
1966,2,-7384,12628,-296,-3390,2389,-6437
1976,2,-6124,12216,120,-3293,1754,-5882
1986,2,-5536,11968,-392,-3078,1275,-5458
1996,2,-6884,11680,-300,-2852,-221,-5325
2006,2,-8156,11208,-596,-2607,-2137,-5218
2016,2,-6416,11080,-1052,-2672,-3439,-4618
2026,2,-3704,11580,-672,-2699,-3764,-3683
2036,2,-2516,12372,-664,-2589,-4141,-2937
2046,2,-2248,12132,-636,-2398,-4658,-2344
2056,2,-2256,11648,-348,-2145,-5221,-1884
2066,2,-3060,11296,-68,-1888,-5640,-1611
2076,2,-2512,11032,16,-1446,-5294,-1078
2086,2,-1448,11132,-56,-946,-4540,-434
2096,2,-1100,11428,28,-377,-3547,12
2106,2,-1372,12036,52,140,-2732,30
2116,2,-1268,12352,616,619,-1842,427
2126,2,-1524,12436,924,1142,-662,824
2136,2,-2340,12572,948,1597,294,1120
2146,2,-3112,13020,740,1983,852,1459
2156,2,-4128,13444,656,2352,977,1833
2166,2,-4920,13680,328,2530,924,2239
2176,2,-5280,13532,504,2721,671,2755
2186,2,-5372,13752,496,3007,375,3195
2196,2,-5696,14176,460,3214,147,3538
2206,2,-5828,14584,816,3370,-97,3773
2216,2,-6100,14624,1060,3504,-450,4026
2226,2,-6380,14552,1388,3655,-895,4245
2236,2,-6752,14548,1848,3648,-1482,4527
2246,2,-7068,13868,1776,3779,-1903,4481
2256,2,-6328,13784,1724,3843,-1868,4666
2266,2,-5764,14336,2284,3840,-1740,4704
2276,2,-5668,14476,2640,3776,-1526,4730
2286,2,-5504,14276,2400,3846,-1429,4828
2296,2,-5728,14452,1900,3842,-1394,4876
2306,2,-5924,14884,1968,3647,-1328,4800
2316,2,-5840,15184,2180,3456,-1337,4650
2326,2,-5728,15280,2304,3240,-1258,4484
2336,2,-5660,15164,2372,3019,-1110,4455
2346,2,-6108,15128,2400,2898,-1045,4290
2356,2,-6572,15084,2332,2766,-1079,4001
2366,2,-6848,15204,2556,2539,-1251,3720
2376,2,-6904,15192,2556,2343,-1432,3477
2386,2,-6712,15204,2684,2131,-1601,3262
2396,2,-6644,15060,2736,1931,-1756,3065
2406,2,-6552,15248,2692,1770,-1838,2870
2416,2,-6588,15184,2504,1646,-1912,2700
2426,2,-6716,15328,2244,1529,-2077,2478
2436,2,-6560,15436,2252,1409,-2150,2344
2446,2,-6332,15496,2316,1296,-2061,2197
2456,2,-6084,15552,2224,1219,-1806,1979
2466,2,-5904,15676,2216,1080,-1473,1757
2476,2,-5944,15848,2532,947,-1122,1522
2486,2,-5928,15976,2696,692,-780,1226
2496,2,-5700,16056,2692,422,-493,880
2506,2,-5500,15980,2624,192,-46,591
2516,2,-5364,16032,2792,17,464,316
2526,2,-5172,15752,2312,-59,1078,256
2536,2,-5528,16252,3136,-234,1646,-75
2546,2,-5904,16500,3424,-539,1972,-571
2556,2,-6028,16324,3352,-835,2078,-1128
2566,2,-6024,16252,3184,-1143,2160,-1606
2576,2,-6088,16192,3288,-1394,2364,-1982
2586,2,-6124,16216,3080,-1618,2633,-2340
2596,2,-6388,16676,2888,-1834,2844,-2705
2606,2,-6436,16600,3100,-2029,3068,-3071
2616,2,-6512,16724,2608,-2079,3420,-3269
2626,2,-6664,16696,2376,-2159,3837,-3495
2636,2,-6968,17236,2368,-2338,4013,-3940
2646,2,-7288,17224,2468,-2480,3943,-4496
2656,2,-7292,16920,2092,-2581,3826,-4876
2666,2,-7652,16784,1964,-2756,3681,-5225
2676,2,-8192,16920,1460,-2939,3236,-5659
2686,2,-8276,16532,1532,-3040,2880,-5833
2696,2,-8196,16416,1404,-3121,2643,-5886
2706,2,-8052,16424,1608,-3257,2368,-6020
2716,2,-8276,16256,1540,-3376,2061,-6266
2726,2,-8420,16040,1480,-3473,1677,-6536
2736,2,-8440,15536,1328,-3532,1200,-6807
2746,2,-7656,15280,1548,-3574,1102,-6748
2756,2,-5004,16104,3592,-3415,1622,-5787
2766,2,-5120,14888,1584,-3365,3027,-5266
2776,2,-5472,13876,1796,-3402,3278,-5625
2786,2,-6940,14168,2076,-3524,2611,-7133
2796,2,-8304,14644,1696,-3752,1517,-8324
2806,2,-7912,14636,612,-3860,914,-8020
2816,2,-6720,14240,404,-3707,1322,-6562
2826,2,-7000,14052,-348,-3405,1897,-5426
2836,2,-9600,13372,-1180,-3084,1066,-5800
2846,2,-7756,13296,-912,-3188,-61,-5228
2856,2,-8360,13912,172,-3131,-1312,-4766
2866,2,-8296,13536,-96,-2730,-2307,-4686
2876,2,-6220,12768,-124,-2709,-2910,-4380
2886,2,-3540,12460,504,-2659,-2849,-3641
2896,2,-3164,12364,1880,-2396,-2251,-3206
2906,2,-4240,12012,1736,-2067,-1869,-3364
2916,2,-6212,11772,1724,-1759,-1999,-3637
2926,2,-5088,11108,764,-1665,-1370,-3461
2936,2,-4044,11648,1652,-1674,-376,-2921
2946,2,-4928,11400,1464,-1223,519,-2688
2956,2,-5508,11492,752,-1015,1077,-2514
2966,2,-6396,11668,1004,-951,1059,-2304
2976,2,-7432,11188,864,-749,906,-2188
2986,2,-7568,11124,1036,-563,781,-1904
2996,2,-7572,10908,960,-484,602,-1691
3006,2,-8036,10988,792,-365,273,-1538
3016,2,-8492,11128,576,-300,-289,-1276
3026,2,-8872,11192,696,-328,-1186,-1079
3036,2,-9000,11204,548,-365,-2119,-876
3046,2,-8376,11084,552,-368,-2938,-584
3056,2,-7800,11024,828,-297,-3456,-219
3066,2,-7444,11012,1416,-182,-3664,-18
3076,2,-7300,11164,1828,-65,-3805,121
3086,2,-7156,11092,2052,121,-3656,337
3096,2,-6956,11436,2120,324,-3372,715
3106,2,-6940,11148,2220,591,-2761,1212
3116,2,-7084,11320,2252,818,-2129,1545
3126,2,-6948,11368,2400,1072,-1562,1808
3136,2,-6636,11532,2376,1285,-864,2164
3146,2,-7376,12024,2636,1360,-538,2335
3156,2,-8604,12204,2928,1371,-879,2402
3166,2,-9300,11996,3176,1472,-1373,2538
3176,2,-8496,11772,4480,1438,-1485,2905
3186,2,-7912,11524,5272,1423,-1560,3310
3196,2,-7092,11260,4552,1617,-1090,3581
3206,2,-5644,11376,3560,1695,-384,3851
3216,2,-5180,11616,2332,1897,-27,3890
