time_ms,label,ax,ay,az,gx,gy,gz
606,2,-2480,15448,144,-109,-1072,187
616,2,-2620,14980,148,-195,-1195,195
626,2,-2760,14968,52,-284,-1358,227
636,2,-2920,15076,-68,-366,-1573,284
646,2,-3072,15100,-164,-489,-1812,346
656,2,-3112,15012,-212,-615,-2006,384
666,2,-2796,14744,-888,-660,-2098,480
676,2,-2764,14596,-364,-674,-2061,552
686,2,-2684,14868,-396,-714,-1940,534
696,2,-2204,15256,-456,-747,-1766,478
706,2,-1956,15452,-524,-751,-1511,370
716,2,-1708,15812,-484,-769,-1167,287
726,2,-1732,15996,-576,-743,-825,192
736,2,-1736,16200,-532,-713,-513,139
746,2,-1740,16296,-592,-668,-200,145
756,2,-1816,16480,-372,-606,81,85
766,2,-2116,16804,-68,-590,287,-13
776,2,-2180,16768,116,-569,597,-150
786,2,-2168,16960,228,-489,831,-390
796,2,-2220,17312,356,-329,1367,-660
806,2,-2480,17620,428,-67,1948,-971
816,2,-2868,17812,320,178,2221,-1393
826,2,-3432,17928,1300,218,2396,-1819
836,2,-3880,18360,2468,-32,2608,-2215
846,2,-4144,18164,2876,-414,2530,-2512
856,2,-3688,18000,2964,-843,2130,-2575
866,2,-3080,17800,3516,-1307,2436,-2532
876,2,-3016,17744,3892,-1546,3184,-2501
886,2,-3772,17864,3840,-1776,3929,-2554
896,2,-5048,17792,3952,-2092,4395,-2865
906,2,-6216,17740,3104,-2300,4367,-3264
916,2,-7440,17764,2488,-2577,4013,-3838
926,2,-8044,17624,2272,-2882,3425,-4278
936,2,-8052,17352,2156,-3240,2681,-4611
946,2,-7532,16984,2416,-3616,2387,-4903
956,2,-6820,16420,2704,-3783,2610,-5191
966,2,-6192,15956,2492,-3769,3016,-5537
976,2,-6356,15732,2220,-3787,3344,-6001
986,2,-6832,15404,1992,-3779,3512,-6367
996,2,-7004,14984,1548,-3756,3508,-6475
1006,2,-7476,14784,1676,-3731,3265,-6507
1016,2,-7512,14380,1888,-3804,2893,-6597
1026,2,-7500,14212,1220,-3882,2380,-6683
1036,2,-7508,14072,316,-3901,1852,-6677
1046,2,-7376,14144,1248,-3852,1364,-6539
1056,2,-7556,13712,-368,-3849,715,-6481
1066,2,-7168,13580,-544,-3778,143,-6290
1076,2,-6804,13540,-712,-3662,-345,-5958
1086,2,-6504,13380,-464,-3507,-701,-5590
1096,2,-5704,13540,-804,-3340,-1028,-5184
1106,2,-5988,12560,-1068,-3272,-1678,-4736
1116,2,-7256,13140,-96,-2916,-2884,-4994
1126,2,-7092,13112,-584,-3008,-4253,-4879
1136,2,-5408,13408,336,-3244,-5008,-4237
1146,2,-3464,12844,576,-3272,-4839,-3349
1156,2,-1732,12596,620,-3339,-4735,-2680
