time_ms,label,ax,ay,az,gx,gy,gz
636,2,-5272,15768,3596,-2514,2647,-3332
646,2,-5800,15628,3328,-2569,3241,-3742
656,2,-6496,15228,2556,-2603,3603,-4067
666,2,-6948,14892,1828,-2592,3595,-4410
676,2,-7596,14692,1564,-2530,3279,-4612
686,2,-8108,14568,1276,-2523,2656,-4726
696,2,-7596,14360,464,-2503,1851,-4687
706,2,-8036,14320,1532,-2603,783,-5118
716,2,-6852,14636,1752,-2743,77,-5011
726,2,-6300,14404,1780,-2713,-182,-5266
736,2,-5492,14060,1232,-2663,-808,-5516
746,2,-4936,13948,1152,-2675,-860,-5256
756,2,-5084,13440,960,-2477,-675,-5195
766,2,-4764,13104,640,-2242,-780,-4973
776,2,-4516,13168,288,-2044,-708,-4743
786,2,-4704,13088,144,-1844,-655,-4560
796,2,-4756,12752,152,-1637,-797,-4310
806,2,-4996,12608,-124,-1461,-1107,-4114
816,2,-4548,12392,-148,-1322,-1247,-3928
826,2,-4572,12588,-156,-1250,-1723,-3728
836,2,-4972,12728,-104,-1151,-2480,-3579
846,2,-3260,12072,-408,-1030,-2475,-3146
856,2,-2632,12204,84,-1017,-2543,-2692
866,2,-2748,12244,0,-683,-2374,-2417
876,2,-2132,12180,-172,-355,-2121,-2137
886,2,-2152,12616,-284,-188,-1883,-1803
896,2,-2436,12856,84,-100,-1630,-1632
906,2,-2516,13068,124,-109,-1446,-1478
916,2,-2552,13300,-180,-36,-1181,-1195
926,2,-3100,13300,-328,131,-1054,-1066
936,2,-3304,12928,-692,250,-1072,-990
946,2,-3000,13024,-560,325,-982,-729
956,2,-3036,13320,-252,422,-903,-576
966,2,-2916,13552,52,438,-1128,-634
976,2,-2660,13892,176,542,-1105,-505
986,2,-2336,14396,508,548,-1036,-369
996,2,-1700,14336,1084,635,-440,442
1006,2,-1388,14280,1232,750,398,983
1016,2,-1700,14472,1668,772,859,1214
1026,2,-2692,14676,1896,786,894,1288
1036,2,-3236,14568,2212,867,777,1602
1046,2,-3404,14188,2268,1064,802,2275
1056,2,-2992,13664,1672,1472,1082,3084
1066,2,-848,13640,296,2089,2295,3996
1076,2,-392,15184,280,2063,3277,4684
1086,2,-4508,16372,2328,1959,2165,4654
1096,2,-5520,13820,1760,2612,1702,4895
1106,2,-4056,12544,972,3267,1820,5777
1116,2,-4464,13220,824,3854,1190,6400
1126,2,-4988,13976,72,4467,570,6913
1136,2,-5400,14860,48,4905,-822,7160
1146,2,-6448,16000,1144,4683,-1632,7151
1156,2,-7444,15620,2356,4816,-2577,7151
