time_ms,label,ax,ay,az,gx,gy,gz
646,2,-5760,-2912,12116,-130,-290,-209
656,2,-5764,-3016,12280,-137,-267,-206
666,2,-5768,-2816,12132,-149,-236,-190
676,2,-5684,-2824,12236,-163,-203,-196
686,2,-5740,-2976,12236,-168,-176,-164
696,2,-5832,-3052,12300,-186,-127,-167
706,2,-5688,-3000,12212,-169,-108,-152
716,2,-5760,-3048,12304,-196,-116,-125
726,2,-5848,-3140,12304,-169,-92,-138
736,2,-5756,-3116,12488,-161,-90,-151
746,2,-5964,-3160,12348,-165,-152,-162
756,2,-5988,-3088,12468,-135,-174,-164
766,2,-6116,-3104,12320,-143,-218,-156
776,2,-5980,-2932,12404,-149,-261,-165
786,2,-6016,-3028,12304,-150,-302,-152
796,2,-5884,-3116,12400,-139,-337,-163
806,2,-5680,-3016,12436,-134,-328,-167
816,2,-5760,-3080,12280,-151,-329,-161
826,2,-5700,-3108,12276,-140,-309,-162
836,2,-5720,-3128,12308,-150,-294,-153
846,2,-5668,-3076,12200,-149,-260,-147
856,2,-5588,-3040,12216,-147,-210,-127
866,2,-5544,-3096,12132,-148,-182,-136
876,2,-5632,-3088,12272,-138,-135,-151
886,2,-5736,-3108,12252,-140,-142,-152
896,2,-5936,-3016,12296,-148,-144,-172
906,2,-5848,-3040,12592,-155,-208,-157
916,2,-5940,-3044,12368,-160,-242,-162
926,2,-5820,-3072,12260,-162,-252,-158
936,2,-5880,-3016,12244,-141,-228,-156
946,2,-5696,-3040,12292,-156,-235,-173
956,2,-5692,-3096,12360,-161,-202,-174
966,2,-5896,-3064,12296,-140,-200,-172
976,2,-5756,-3124,12252,-126,-177,-152
986,2,-5816,-3000,12320,-122,-185,-157
996,2,-5748,-3000,12236,-146,-216,-144
1006,2,-5812,-3100,12424,-139,-221,-161
1016,2,-5788,-3052,12332,-144,-215,-156
1026,2,-5740,-3132,12416,-126,-206,-178
1036,2,-5744,-3108,12500,-137,-218,-177
1046,2,-5672,-3040,12296,-120,-197,-188
1056,2,-5660,-3120,12440,-111,-172,-180
1066,2,-5624,-3128,12252,-105,-137,-164
1076,2,-5604,-3084,12304,-104,-90,-143
1086,2,-5644,-3020,12212,-114,-61,-136
