time_ms,label,ax,ay,az,gx,gy,gz
606,2,3512,-404,13788,-224,-276,56
616,2,3660,-224,13908,-237,-323,64
626,2,3572,-312,13880,-231,-333,73
636,2,3680,-192,13856,-227,-359,74
646,2,3660,-312,13872,-240,-354,85
656,2,3560,-300,13912,-257,-366,37
666,2,3540,-272,13984,-263,-391,-5
676,2,3548,-200,13952,-276,-380,-27
686,2,3604,-252,13884,-291,-382,-34
696,2,3560,-408,13832,-278,-357,-22
706,2,3624,-348,13896,-308,-310,-35
716,2,3688,-336,13736,-321,-237,-48
726,2,3644,-276,13880,-320,-168,-76
736,2,3612,-492,13748,-303,-126,-108
746,2,3616,-480,13776,-295,-82,-144
756,2,3628,-504,13684,-271,-95,-175
766,2,3432,-432,13816,-260,-116,-180
776,2,3548,-428,13608,-233,-169,-215
786,2,3500,-388,13588,-225,-225,-216
796,2,3564,-352,13588,-214,-277,-203
806,2,3792,-468,13708,-211,-287,-197
816,2,3736,-456,13464,-212,-267,-205
826,2,3792,-348,13436,-173,-222,-203
836,2,3896,-416,13436,-155,-192,-213
846,2,3776,-316,13540,-164,-158,-201
856,2,3776,-280,13580,-124,-114,-196
866,2,3756,-300,13656,-137,-126,-199
876,2,3612,-340,13584,-120,-136,-201
886,2,3488,-324,13672,-93,-165,-181
896,2,3772,-240,13664,-116,-204,-140
906,2,3756,-296,13824,-114,-168,-109
916,2,3728,-184,13600,-115,-160,-115
926,2,3676,-192,13792,-112,-152,-113
936,2,3724,-248,13784,-109,-131,-93
946,2,3704,-196,13892,-142,-94,-79
956,2,3752,-196,13844,-146,-54,-62
966,2,3792,-216,13768,-129,-30,-68
976,2,3680,-228,13804,-123,-20,-66
986,2,3704,-260,13828,-124,-41,-71
996,2,3508,-304,13900,-148,-50,-74
1006,2,3412,-284,13796,-152,-117,-82
1016,2,3448,-360,13732,-158,-151,-84
1026,2,3512,-360,13764,-135,-205,-77
1036,2,3556,-312,13768,-146,-253,-110
1046,2,3584,-332,13708,-145,-247,-109
1056,2,3716,-388,13776,-133,-205,-137
1066,2,3660,-328,13808,-122,-153,-139
1076,2,3696,-360,13796,-118,-125,-168
1086,2,3620,-336,13776,-123,-102,-164
1096,2,3556,-380,13620,-116,-120,-160
1106,2,3476,-416,13784,-119,-176,-145
1116,2,3532,-380,13844,-140,-232,-150
1126,2,3576,-372,13712,-163,-279,-132
1136,2,3596,-288,13792,-191,-260,-112
1146,2,3668,-448,13752,-189,-247,-97
1156,2,3756,-300,13820,-207,-215,-101
1166,2,3724,-476,13852,-211,-159,-90
1176,2,3692,-356,13764,-217,-119,-97
1186,2,3572,-356,13836,-210,-111,-113
1196,2,3476,-280,13860,-211,-141,-121
1206,2,3508,-288,13944,-219,-170,-134
1216,2,3464,-332,13868,-224,-218,-140
1226,2,3464,-316,13980,-235,-248,-144
1236,2,3456,-320,13636,-236,-285,-146
1246,2,3572,-288,13720,-252,-282,-136
1256,2,3680,-356,13676,-249,-255,-118
1266,2,3700,-352,13636,-256,-193,-117
1276,2,3660,-300,13500,-261,-155,-120
1286,2,3600,-324,13720,-260,-131,-135
1296,2,3496,-252,13748,-262,-137,-136
1306,2,3492,-240,13780,-260,-167,-121
1316,2,3436,-312,13696,-263,-214,-135
1326,2,3524,-356,13476,-243,-240,-123
1336,2,3624,-416,13392,-254,-243,-121
1346,2,3680,-400,13472,-231,-251,-127
1356,2,3716,-456,13608,-216,-212,-129
1366,2,3732,-416,13620,-200,-177,-138
1376,2,3604,-448,13536,-206,-172,-131
1386,2,3640,-540,13624,-194,-155,-140
1396,2,3596,-384,13720,-179,-178,-137
1406,2,3524,-412,13720,-161,-218,-146
1416,2,3616,-532,13696,-173,-236,-134
1426,2,3612,-372,13924,-185,-263,-134
1436,2,3588,-408,13660,-183,-257,-139
1446,2,3740,-452,13756,-185,-229,-134
1456,2,3740,-524,13968,-200,-189,-122
1466,2,3776,-472,13680,-194,-149,-130
1476,2,3744,-336,13724,-187,-136,-126
1486,2,3784,-436,13788,-190,-139,-134
1496,2,3660,-424,13832,-194,-137,-147
1506,2,3656,-456,13996,-177,-141,-155
1516,2,3752,-380,13928,-178,-164,-184
1526,2,3684,-428,13656,-167,-197,-187
1536,2,3692,-436,13680,-140,-195,-207
1546,2,3764,-436,13664,-155,-236,-201
1556,2,3796,-416,13860,-151,-243,-205
1566,2,3724,-392,13632,-156,-196,-195
1576,2,3724,-356,13648,-142,-167,-184
1586,2,3692,-440,13520,-141,-142,-151
1596,2,3668,-476,13460,-120,-124,-140
1606,2,3680,-404,13628,-108,-115,-108
1616,2,3660,-508,13632,-92,-139,-113
1626,2,3684,-400,13672,-92,-150,-95
1636,2,3696,-360,13624,-89,-139,-108
1646,2,3588,-376,13500,-67,-138,-110
1656,2,3564,-360,13668,-81,-145,-141
1666,2,3504,-520,13652,-66,-143,-147
1676,2,3492,-388,13712,-27,-185,-137
1686,2,3636,-424,13684,-42,-178,-148
1696,2,3604,-440,13828,-36,-194,-136
1706,2,3592,-316,13816,-51,-212,-144
1716,2,3596,-296,13728,-54,-193,-135
1726,2,3560,-340,13656,-63,-176,-133
1736,2,3604,-432,13796,-78,-158,-111
1746,2,3664,-536,13656,-75,-143,-126
1756,2,3624,-428,13772,-62,-131,-122
1766,2,3644,-392,13736,-84,-117,-132
1776,2,3564,-488,13792,-102,-137,-147
1786,2,3456,-560,13696,-122,-157,-139
1796,2,3476,-472,13852,-132,-160,-151
1806,2,3572,-444,13720,-140,-161,-163
1816,2,3540,-548,13696,-162,-149,-176
1826,2,3660,-476,13804,-175,-132,-192
1836,2,3580,-520,13760,-170,-134,-208
1846,2,3636,-440,13836,-197,-135,-224
1856,2,3692,-360,13840,-189,-118,-241
1866,2,3592,-492,13868,-217,-137,-235
1876,2,3676,-368,13796,-215,-158,-215
1886,2,3672,-460,13744,-208,-165,-181
1896,2,3724,-456,13624,-211,-153,-160
1906,2,3812,-476,13704,-195,-133,-141
1916,2,3700,-436,13508,-180,-100,-152
1926,2,3708,-476,13728,-160,-104,-160
1936,2,3664,-432,13636,-142,-111,-153
1946,2,3612,-464,13820,-116,-127,-161
1956,2,3604,-504,13696,-91,-127,-185
1966,2,3528,-380,13704,-84,-151,-216
1976,2,3620,-408,13764,-58,-187,-223
1986,2,3612,-436,13844,-51,-192,-218
1996,2,3588,-380,13712,-51,-183,-212
2006,2,3564,-400,13948,-34,-185,-208
2016,2,3396,-360,13824,-70,-168,-200
2026,2,3524,-340,13872,-67,-195,-209
2036,2,3528,-292,13992,-79,-221,-202
2046,2,3564,-336,14156,-102,-248,-209
2056,2,3668,-220,14336,-120,-224,-237
2066,2,3744,-256,14572,-190,-185,-259
2076,2,3828,-140,14760,-295,-112,-216
2086,2,3868,-156,14944,-411,23,-152
2096,2,3904,-36,15168,-566,207,-91
2106,2,3904,-64,15172,-699,347,-97
2116,2,3828,-116,15584,-888,460,-137
2126,2,3532,-128,15924,-1075,551,-187
2136,2,24368,12364,32767,-6338,4380,-1392
2146,2,-9568,-21812,13612,1370,5035,-2783
2156,2,-20468,-7780,10172,1532,4657,427
2166,2,4316,6892,14968,432,1565,-137
2176,2,1648,1272,16864,726,-1863,122
2186,2,400,-1876,16340,475,-1154,1405
2196,2,2336,-688,16072,171,-1648,1866
2206,2,4380,108,15408,78,-2013,1222
2216,2,5792,-480,14616,38,-1764,205
2226,2,5972,-1452,13588,46,-940,-268
2236,2,6004,-1728,13536,142,374,-225
2246,2,4400,-1228,13972,287,1531,-25
2256,2,3084,332,14484,191,2026,204
2266,2,1916,1352,15552,-37,2031,314
2276,2,1304,1140,16112,-332,1570,201
2286,2,1012,380,16248,-609,763,-15
2296,2,-744,-712,15932,-802,-372,-26
2306,2,548,-1108,15068,-909,-1391,-53
2316,2,3116,-712,14452,-978,-1808,-103
2326,2,4852,-1000,13912,-985,-2170,-128
2336,2,5600,-876,13472,-887,-1606,-230
2346,2,5416,-756,13240,-784,-889,-339
2356,2,4964,-728,12984,-670,-304,-365
2366,2,4440,-508,12756,-582,134,-324
2376,2,3816,-628,12836,-475,333,-248
2386,2,3480,-652,12808,-370,367,-207
2396,2,3052,-728,12836,-270,263,-184
2406,2,2752,-668,12948,-173,14,-165
