time_ms,label,ax,ay,az,gx,gy,gz
616,2,3996,-636,13740,-274,-194,-80
626,2,4116,-736,13600,-281,-254,-85
636,2,4148,-724,13540,-302,-283,-87
646,2,4288,-728,13592,-314,-301,-90
656,2,4344,-712,13528,-302,-281,-90
666,2,4392,-708,13424,-281,-238,-113
676,2,4392,-828,13448,-267,-191,-131
686,2,4376,-720,13268,-236,-133,-146
696,2,4260,-800,13360,-203,-107,-186
706,2,4188,-716,13424,-170,-144,-183
716,2,4180,-740,13428,-140,-174,-209
726,2,4128,-668,13516,-133,-230,-232
736,2,4008,-568,13656,-101,-277,-261
746,2,4184,-376,13536,-114,-320,-272
756,2,4116,-492,13680,-122,-355,-277
766,2,4296,-440,13528,-115,-343,-270
776,2,4352,-560,13604,-120,-319,-266
786,2,4420,-452,13432,-128,-273,-237
796,2,4412,-532,13512,-153,-219,-248
806,2,4380,-472,13640,-141,-168,-234
816,2,4372,-480,13284,-136,-132,-221
826,2,4392,-492,13592,-159,-122,-205
836,2,4316,-340,13600,-184,-138,-178
846,2,4080,-456,13500,-205,-156,-160
856,2,4288,-440,13680,-214,-192,-134
866,2,4452,-476,13612,-206,-213,-111
876,2,4356,-540,13336,-193,-206,-81
886,2,4496,-488,13492,-189,-177,-82
896,2,4588,-496,13616,-171,-142,-105
906,2,4384,-428,13488,-158,-113,-117
916,2,4432,-588,13448,-171,-62,-97
926,2,4292,-512,13500,-140,-75,-75
936,2,4328,-648,13588,-148,-103,-67
946,2,4192,-680,13584,-140,-133,-49
956,2,4240,-684,13684,-124,-160,-67
966,2,4276,-724,13572,-109,-189,-91
976,2,4208,-872,13648,-110,-194,-104
986,2,4340,-724,13640,-81,-192,-107
996,2,4216,-596,13624,-79,-214,-122
1006,2,4212,-624,13572,-71,-220,-137
1016,2,4288,-676,13644,-74,-215,-161
1026,2,4220,-740,13600,-92,-219,-174
1036,2,4120,-656,13624,-94,-238,-177
1046,2,4300,-688,13708,-107,-219,-171
1056,2,4248,-652,13688,-114,-216,-174
1066,2,4252,-612,13676,-146,-226,-179
1076,2,4252,-524,13796,-158,-206,-186
1086,2,4384,-684,13712,-178,-187,-178
