time_ms,label,ax,ay,az,gx,gy,gz
596,2,2856,-2292,13724,-137,-167,-167
606,2,2768,-2224,13924,-150,-182,-159
616,2,2748,-2284,13840,-161,-209,-174
626,2,2856,-2376,13948,-178,-250,-194
636,2,2944,-2320,13912,-195,-233,-178
646,2,2916,-2128,13824,-209,-218,-172
656,2,3080,-2296,13764,-226,-170,-180
666,2,3092,-2384,13688,-230,-149,-169
676,2,2932,-2356,13656,-230,-121,-159
686,2,3016,-2296,13500,-219,-112,-135
696,2,2880,-2280,13492,-212,-133,-122
706,2,2848,-2268,13704,-207,-194,-130
716,2,2800,-2280,13588,-171,-216,-125
726,2,2916,-2228,13492,-171,-243,-120
736,2,2972,-2272,13348,-152,-249,-99
746,2,2848,-2200,13588,-144,-231,-105
756,2,2876,-2180,13716,-146,-207,-99
766,2,3020,-2172,13900,-131,-184,-114
776,2,2828,-2228,13712,-113,-208,-105
786,2,2968,-2216,13756,-131,-194,-104
796,2,2880,-2272,13780,-146,-223,-120
806,2,2896,-2416,13840,-145,-199,-131
816,2,2884,-2332,13732,-163,-199,-108
826,2,3044,-2468,13772,-170,-210,-105
836,2,2904,-2384,13796,-180,-222,-82
846,2,2848,-2268,13824,-194,-230,-86
856,2,2920,-2196,13692,-209,-245,-98
866,2,2920,-2204,13712,-219,-246,-101
876,2,2944,-2180,13620,-214,-211,-97
886,2,2972,-2352,13752,-235,-171,-114
896,2,2988,-2352,13792,-231,-151,-124
906,2,2888,-2312,13804,-221,-138,-124
916,2,2800,-2412,13588,-208,-157,-117
926,2,2804,-2332,13624,-175,-171,-130
936,2,2972,-2464,13672,-165,-199,-129
946,2,3012,-2360,13736,-144,-202,-140
956,2,2964,-2388,13540,-126,-193,-122
966,2,2880,-2292,13652,-132,-187,-127
976,2,2900,-2296,13512,-116,-179,-117
986,2,2852,-2460,13572,-122,-185,-130
996,2,2872,-2416,13672,-112,-185,-143
1006,2,2880,-2316,13552,-105,-176,-146
1016,2,3004,-2364,13640,-115,-186,-150
1026,2,2988,-2372,13696,-113,-187,-152
1036,2,2952,-2392,13632,-122,-159,-150
1046,2,2960,-2308,13760,-135,-137,-155
1056,2,2880,-2424,13732,-133,-120,-151
1066,2,2796,-2320,13736,-139,-127,-143
1076,2,2828,-2316,13836,-143,-141,-145
1086,2,2828,-2344,13756,-138,-167,-169
1096,2,2636,-2236,13848,-132,-189,-162
1106,2,2788,-2108,13720,-140,-201,-176
1116,2,2964,-2156,13744,-144,-190,-183
1126,2,3020,-2292,13664,-152,-164,-194
1136,2,2976,-2368,13660,-150,-144,-196
1146,2,2896,-2308,13652,-137,-133,-185
1156,2,2856,-2300,13596,-144,-165,-189
1166,2,2780,-2412,13828,-148,-181,-181
1176,2,2952,-2352,13712,-139,-213,-155
1186,2,2972,-2420,13704,-147,-200,-153
1196,2,2972,-2332,13724,-138,-195,-143
1206,2,2984,-2384,13676,-144,-176,-124
1216,2,2800,-2240,13840,-130,-175,-135
1226,2,2892,-2304,13808,-145,-191,-136
1236,2,2752,-2284,13856,-133,-204,-131
1246,2,2896,-2352,13948,-149,-200,-136
1256,2,2840,-2176,13576,-148,-185,-144
1266,2,2948,-2336,13700,-146,-183,-154
1276,2,2848,-2412,13664,-177,-166,-137
1286,2,2920,-2280,13648,-156,-168,-141
1296,2,2872,-2532,13664,-137,-159,-138
1306,2,2956,-2484,13612,-122,-174,-143
1316,2,2880,-2468,13608,-123,-170,-131
1326,2,2852,-2336,13624,-104,-184,-130
1336,2,2876,-2396,13648,-90,-192,-135
1346,2,2836,-2240,13724,-88,-197,-138
1356,2,2744,-2364,13704,-89,-208,-140
1366,2,2680,-2376,13628,-83,-212,-154
1376,2,2868,-2340,13584,-76,-222,-152
1386,2,2896,-2304,13756,-98,-206,-179
1396,2,2888,-2320,13824,-102,-183,-183
1406,2,2844,-2256,13744,-111,-134,-188
1416,2,2856,-2184,13704,-124,-112,-204
1426,2,2888,-2232,13684,-132,-111,-200
1436,2,2896,-2284,13612,-138,-120,-205
1446,2,2788,-2336,13744,-154,-151,-188
1456,2,2792,-2320,13700,-145,-185,-173
