time_ms,label,ax,ay,az,gx,gy,gz
636,2,4804,-792,13848,-76,-294,-61
646,2,4756,-736,13864,-150,-270,-82
656,2,4676,-756,13656,-213,-268,-97
666,2,4824,-760,13584,-250,-257,-104
676,2,4852,-908,13484,-295,-214,-91
686,2,4916,-812,13364,-336,-161,-94
696,2,5020,-996,13300,-346,-127,-117
706,2,5000,-1088,13288,-343,-92,-144
716,2,4940,-1112,13228,-348,-55,-165
726,2,4984,-1132,13212,-328,-66,-173
736,2,4952,-1052,13300,-337,-102,-187
746,2,4956,-1120,13256,-302,-140,-199
756,2,5012,-1200,13212,-307,-183,-201
766,2,5144,-1168,13248,-277,-199,-198
776,2,5188,-1228,13128,-246,-207,-203
786,2,5152,-1272,13128,-214,-222,-209
796,2,5144,-1188,13232,-185,-234,-213
806,2,5252,-1112,13120,-163,-240,-218
816,2,5280,-1104,13228,-126,-234,-213
826,2,5280,-1168,13116,-102,-236,-207
836,2,5352,-1168,13340,-86,-224,-194
846,2,5380,-964,13352,-66,-217,-196
856,2,5152,-1108,13368,-80,-224,-186
866,2,5248,-1104,13216,-63,-224,-164
876,2,5156,-1084,13404,-80,-251,-137
886,2,5108,-1036,13372,-78,-245,-126
896,2,5160,-940,13432,-80,-252,-113
906,2,5160,-1156,13300,-104,-254,-104
916,2,5248,-1112,13400,-89,-227,-104
926,2,5156,-1220,13256,-92,-168,-79
936,2,5176,-1104,13380,-89,-161,-101
946,2,5036,-924,13360,-96,-174,-100
956,2,5012,-944,13452,-120,-170,-114
966,2,4988,-936,13484,-147,-210,-113
976,2,5048,-956,13392,-149,-223,-116
986,2,5040,-952,13236,-134,-232,-108
996,2,4956,-1048,13376,-156,-211,-114
1006,2,5080,-924,13432,-170,-188,-112
1016,2,5184,-964,13328,-176,-171,-97
1026,2,5172,-960,13364,-169,-111,-86
1036,2,5004,-1000,13256,-154,-106,-83
1046,2,4932,-1064,13480,-148,-90,-79
1056,2,4956,-1000,13284,-136,-113,-72
1066,2,4952,-1076,13468,-129,-127,-74
1076,2,5024,-1080,13424,-100,-152,-83
1086,2,5004,-1012,13284,-94,-184,-110
1096,2,5032,-1092,13244,-87,-200,-124
1106,2,5024,-988,13392,-71,-188,-143
1116,2,5104,-1080,13296,-78,-157,-124
1126,2,5072,-1132,13156,-49,-161,-135
1136,2,5104,-1236,13372,-56,-148,-130
1146,2,5092,-1168,13412,-41,-138,-135
1156,2,4968,-1244,13492,-21,-147,-133
1166,2,5032,-1184,13268,4,-168,-117
1176,2,5048,-1088,13512,12,-185,-105
1186,2,5028,-1004,13348,24,-216,-105
1196,2,5092,-1004,13324,21,-222,-87
1206,2,5156,-1024,13444,9,-219,-76
1216,2,5168,-980,13340,16,-208,-76
1226,2,5144,-1028,13472,17,-175,-82
1236,2,5276,-1008,13380,16,-157,-91
1246,2,5192,-1000,13424,3,-139,-91
1256,2,5176,-1020,13316,-11,-141,-104
1266,2,4856,-964,13464,0,-182,-121
1276,2,5048,-872,13496,-23,-260,-130
1286,2,5096,-972,13448,-62,-286,-107
1296,2,5136,-860,13392,-72,-273,-81
1306,2,5208,-908,13280,-99,-237,-84
1316,2,5284,-776,13352,-96,-205,-85
1326,2,5312,-956,13336,-101,-147,-73
1336,2,5260,-900,13348,-117,-93,-57
1346,2,5196,-996,13356,-124,-66,-40
1356,2,5188,-960,13644,-122,-54,-6
1366,2,5176,-976,13324,-125,-51,2
1376,2,5200,-916,13304,-99,-84,39
1386,2,5200,-944,13176,-77,-96,50
1396,2,5252,-888,13140,-89,-126,76
1406,2,5132,-936,13172,-40,-127,79
1416,2,5284,-924,13196,-15,-125,108
1426,2,5304,-932,13172,37,-89,113
1436,2,5448,-932,13088,79,-50,123
1446,2,5464,-1004,12972,132,12,184
1456,2,5460,-1000,12896,185,74,234
1466,2,5464,-880,12928,234,130,282
1476,2,5452,-1004,13020,261,127,324
1486,2,5084,-884,13244,258,49,361
1496,2,4852,-712,13256,279,-12,366
1506,2,4808,-688,13584,257,-190,376
1516,2,4728,-784,13600,251,-318,393
1526,2,4800,-664,13588,232,-411,421
1536,2,4908,-696,13452,216,-445,443
1546,2,5136,-640,13548,189,-409,428
1556,2,5248,-632,13576,167,-326,413
1566,2,5136,-676,13596,139,-211,385
1576,2,5020,-700,13632,134,-145,372
1586,2,4908,-788,13616,103,-106,361
1596,2,4844,-836,13656,90,-118,364
1606,2,4880,-712,13648,56,-185,360
1616,2,4768,-808,13604,11,-257,357
1626,2,4640,-696,13628,-15,-352,364
1636,2,4824,-816,13492,-18,-458,374
1646,2,4976,-876,13452,-46,-515,392
1656,2,5084,-896,13640,-67,-524,379
1666,2,4980,-796,13524,-70,-491,360
1676,2,5000,-812,13524,-91,-450,334
1686,2,5096,-772,13456,-72,-376,297
1696,2,5008,-872,13380,-64,-281,261
1706,2,4976,-716,13424,-87,-190,235
1716,2,4872,-720,13524,-76,-147,194
1726,2,4720,-828,13364,-59,-159,158
1736,2,4504,-868,13272,-56,-192,116
1746,2,4432,-812,13144,-44,-253,85
1756,2,4488,-944,13212,-34,-319,63
1766,2,4616,-912,13288,-2,-349,33
1776,2,4708,-932,13228,1,-332,-3
1786,2,4788,-884,13232,32,-271,-55
1796,2,4972,-760,13208,44,-199,-94
1806,2,4992,-812,13412,42,-142,-115
1816,2,4936,-800,13292,46,-72,-136
1826,2,4832,-864,13232,37,-70,-169
1836,2,4816,-760,13420,12,-93,-179
1846,2,4884,-784,13340,10,-143,-179
1856,2,5072,-796,13316,10,-168,-179
1866,2,5016,-844,13364,-9,-185,-188
1876,2,5120,-852,13500,-5,-206,-188
1886,2,5148,-880,13508,-4,-223,-186
1896,2,5260,-792,13456,-13,-205,-196
1906,2,5228,-824,13668,6,-203,-172
1916,2,5240,-872,13684,-7,-197,-161
1926,2,5256,-772,13472,-2,-197,-142
1936,2,5300,-664,13388,-5,-169,-99
1946,2,5232,-784,13504,-31,-163,-70
