time_ms,label,ax,ay,az,gx,gy,gz
616,2,6896,-412,12636,-320,-143,103
626,2,6968,-500,12848,-281,-132,103
636,2,6908,-552,12676,-264,-89,77
646,2,6904,-780,12536,-240,-90,53
656,2,6960,-764,12664,-200,-86,45
666,2,6784,-872,12508,-186,-67,36
676,2,6708,-980,12636,-151,-129,10
686,2,6720,-1036,12588,-100,-186,-18
696,2,6588,-988,12592,-86,-246,-17
706,2,6800,-992,12384,-46,-290,-26
716,2,6832,-956,12652,-34,-345,-66
726,2,6936,-1080,12544,20,-332,-104
736,2,6872,-1016,12668,20,-333,-132
746,2,6944,-1016,12796,44,-319,-135
756,2,6980,-892,12596,33,-300,-147
766,2,6976,-844,12808,11,-275,-149
776,2,6944,-816,12840,21,-270,-152
786,2,6924,-804,12856,3,-262,-154
796,2,7020,-968,12728,1,-259,-126
806,2,7032,-856,12688,-13,-228,-101
816,2,6960,-988,12792,-24,-246,-103
826,2,6984,-912,12712,-29,-272,-97
836,2,6924,-876,12764,-41,-278,-96
846,2,6872,-792,12620,-35,-287,-106
856,2,6960,-816,12928,-52,-272,-133
866,2,6944,-800,12956,-70,-252,-150
876,2,6896,-796,12976,-60,-173,-180
886,2,7016,-688,12868,-70,-175,-171
896,2,6916,-636,13060,-112,-145,-188
906,2,6888,-528,12848,-138,-173,-202
916,2,6824,-460,13044,-162,-184,-216
926,2,6920,-496,12784,-194,-203,-179
936,2,7004,-596,12716,-220,-238,-160
946,2,7028,-536,12692,-258,-226,-163
956,2,7148,-740,12700,-258,-171,-157
966,2,7128,-676,12636,-246,-86,-169
976,2,7032,-684,12752,-253,-71,-189
986,2,7036,-644,12856,-214,-66,-171
996,2,6856,-728,12780,-221,-87,-185
1006,2,6812,-604,12836,-219,-118,-187
1016,2,6904,-608,12780,-233,-143,-192
1026,2,7028,-524,12724,-245,-187,-201
1036,2,7132,-600,12816,-237,-168,-221
1046,2,7064,-756,12720,-228,-146,-215
1056,2,7152,-676,12728,-212,-106,-212
1066,2,7032,-800,12692,-214,-111,-207
1076,2,7096,-704,12592,-211,-133,-203
1086,2,7060,-844,12856,-213,-140,-194
1096,2,6868,-832,12664,-214,-175,-181
1106,2,6812,-756,12832,-223,-212,-175
1116,2,6968,-884,12696,-227,-247,-170
1126,2,6964,-860,12760,-257,-262,-155
1136,2,6892,-920,12748,-256,-269,-147
1146,2,6968,-912,12768,-267,-255,-145
1156,2,6944,-884,12612,-242,-217,-145
1166,2,7092,-1024,12736,-237,-203,-142
1176,2,6872,-1020,12708,-247,-182,-121
1186,2,6672,-1144,12664,-252,-196,-121
1196,2,6680,-1020,12760,-257,-265,-118
1206,2,6628,-1012,12836,-275,-312,-108
1216,2,6816,-924,12916,-304,-345,-94
1226,2,6848,-960,12732,-348,-383,-99
1236,2,6908,-928,12760,-371,-326,-97
1246,2,7044,-836,12820,-393,-263,-92
1256,2,7116,-944,12700,-392,-186,-103
1266,2,7160,-848,12740,-413,-110,-126
